"countyCode","population","total.Under.5.years","percent.Under.5.years","total.5.to.9.years","percent.5.to.9.years","total.10.to.14.years","percent.10.to.14.years","total.15.to.19.years","percent.15.to.19.years","total.20.to.24.years","percent.20.to.24.years","total.25.to.29.years","percent.25.to.29.years","total.30.to.34.years","percent.30.to.34.years","total.35.to.39.years","percent.35.to.39.years","total.40.to.44.years","percent.40.to.44.years","total.45.to.49.years","percent.45.to.49.years","total.50.to.54.years","percent.50.to.54.years","total.55.to.59.years","percent.55.to.59.years","total.60.to.64.years","percent.60.to.64.years","total.65.to.69.years","percent.65.to.69.years","total.70.to.74.years","percent.70.to.74.years","total.75.to.79.years","percent.75.to.79.years","total.80.to.84.years","percent.80.to.84.years","total.85.years.and.over","percent.85.years.and.over"
"310","17179",132328,7992,6,8269,6.2,8415,6.4,7684,5.8,7022,5.3,8060,6.1,8274,6.3,7813,5.9,8795,6.6,8499,6.4,8103,6.1,8476,6.4,9668,7.3,7575,5.7,6525,4.9,3887,2.9,2791,2.1,4480,3.4
"311","18053",65936,3850,5.8,3059,4.6,4526,6.9,4350,6.6,5963,9,3712,5.6,3031,4.6,3346,5.1,3883,5.9,4112,6.2,4079,6.2,4988,7.6,4504,6.8,3905,5.9,2753,4.2,2548,3.9,1756,2.7,1571,2.4
"312","18081",156225,9433,6,11140,7.1,12324,7.9,9860,6.3,10314,6.6,9721,6.2,10792,6.9,9676,6.2,10615,6.8,10491,6.7,10508,6.7,9790,6.3,8841,5.7,8719,5.6,4726,3,4633,3,2613,1.7,2029,1.3
"313","19103",151260,8614,5.7,8456,5.6,8739,5.8,12115,8,24998,16.5,12194,8.1,9793,6.5,10990,7.3,8301,5.5,7727,5.1,6803,4.5,6887,4.6,8072,5.3,6598,4.4,3947,2.6,2728,1.8,2205,1.5,2093,1.4
"314","26099",874759,47646,5.4,53994,6.2,47899,5.5,52316,6,53532,6.1,63578,7.3,53748,6.1,56668,6.5,48522,5.5,59079,6.8,63545,7.3,63815,7.3,61410,7,46479,5.3,38576,4.4,26496,3,18764,2.1,18692,2.1
"315","27131",66523,3472,5.2,3620,5.4,4948,7.4,6883,10.3,5692,8.6,3270,4.9,3991,6,4083,6.1,3792,5.7,3844,5.8,4031,6.1,4552,6.8,4048,6.1,3446,5.2,2424,3.6,1791,2.7,922,1.4,1714,2.6
"316","29051",76796,4716,6.1,4178,5.4,5338,7,4795,6.2,4663,6.1,5123,6.7,5290,6.9,5089,6.6,4301,5.6,5308,6.9,5275,6.9,5083,6.6,4663,6.1,4276,5.6,3641,4.7,2775,3.6,1229,1.6,1053,1.4
"317","29071",103670,6409,6.2,6284,6.1,6623,6.4,6557,6.3,5666,5.5,7135,6.9,6009,5.8,6587,6.4,5023,4.8,6623,6.4,7294,7,8194,7.9,7318,7.1,5833,5.6,4485,4.3,3339,3.2,2090,2,2201,2.1
"318","33017",130090,6443,5,6780,5.2,6184,4.8,12971,10,12659,9.7,8889,6.8,7944,6.1,7596,5.8,6867,5.3,7785,6,8849,6.8,9402,7.2,8539,6.6,6667,5.1,4666,3.6,3209,2.5,2176,1.7,2464,1.9
"319","36067",461809,26513,5.7,29196,6.3,24961,5.4,33371,7.2,32733,7.1,30377,6.6,30461,6.6,26843,5.8,25091,5.4,27795,6,30639,6.6,31972,6.9,32990,7.1,24732,5.4,19833,4.3,13316,2.9,8968,1.9,12018,2.6
"320","36069",109864,5547,5,6387,5.8,6062,5.5,6856,6.2,7042,6.4,6035,5.5,6079,5.5,6449,5.9,5627,5.1,7274,6.6,8234,7.5,8104,7.4,8523,7.8,7298,6.6,5380,4.9,3802,3.5,2520,2.3,2645,2.4
"321","37069",67560,3766,5.6,3131,4.6,5259,7.8,3758,5.6,3630,5.4,4079,6,4603,6.8,5066,7.5,3093,4.6,4686,6.9,4693,6.9,5707,8.4,4456,6.6,4548,6.7,3168,4.7,2531,3.7,436,0.6,950,1.4
"322","37161",66826,3488,5.2,3711,5.6,3363,5,5086,7.6,3425,5.1,3213,4.8,3777,5.7,2649,4,4679,7,4648,7,4100,6.1,4380,6.6,6249,9.4,4975,7.4,3216,4.8,2679,4,1907,2.9,1281,1.9
"323","39169",115967,7309,6.3,7846,6.8,8132,7,8204,7.1,7764,6.7,7013,6,6606,5.7,6330,5.5,6139,5.3,6895,5.9,6867,5.9,8253,7.1,8345,7.2,6659,5.7,4742,4.1,4723,4.1,1774,1.5,2366,2
"324","41019",110283,5396,4.9,5832,5.3,6266,5.7,6123,5.6,4930,4.5,6115,5.5,5779,5.2,5569,5,6158,5.6,6389,5.8,6598,6,8205,7.4,8999,8.2,10529,9.5,5706,5.2,5264,4.8,4144,3.8,2281,2.1
"325","42055",154835,9135,5.9,8383,5.4,11370,7.3,9461,6.1,7580,4.9,9846,6.4,10068,6.5,10337,6.7,8135,5.3,9936,6.4,9993,6.5,10219,6.6,10429,6.7,9876,6.4,6637,4.3,6262,4,3232,2.1,3936,2.5
"326","42133",448273,25480,5.7,26742,6,29242,6.5,28956,6.5,25909,5.8,26620,5.9,27934,6.2,28322,6.3,25649,5.7,30430,6.8,31143,6.9,31323,7,32385,7.2,25545,5.7,19806,4.4,14252,3.2,8843,2,9692,2.2
"327","44007",636084,36317,5.7,37533,5.9,33482,5.3,44202,6.9,46738,7.3,51219,8.1,46243,7.3,41556,6.5,37299,5.9,39103,6.1,42402,6.7,40724,6.4,41883,6.6,29777,4.7,24243,3.8,15501,2.4,12536,2,15326,2.4
"328","45013",188715,9604,5.1,9722,5.2,10095,5.3,11231,6,12727,6.7,10023,5.3,10253,5.4,9729,5.2,10135,5.4,8438,4.5,9442,5,13637,7.2,12144,6.4,14135,7.5,16186,8.6,11016,5.8,5922,3.1,4276,2.3
"329","47125",205950,16887,8.2,15059,7.3,14845,7.2,14033,6.8,17345,8.4,21608,10.5,17356,8.4,14618,7.1,12361,6,12894,6.3,10330,5,10474,5.1,9559,4.6,6596,3.2,3877,1.9,3104,1.5,2696,1.3,2308,1.1
"330","47165",187149,11452,6.1,12890,6.9,12364,6.6,11365,6.1,9746,5.2,12052,6.4,10824,5.8,12441,6.6,12333,6.6,13144,7,13773,7.4,13642,7.3,11744,6.3,9428,5,8151,4.4,5667,3,2674,1.4,3459,1.8
"331","48251",171361,11798,6.9,13633,8,11465,6.7,11716,6.8,10153,5.9,10852,6.3,9970,5.8,13195,7.7,10019,5.8,11769,6.9,11243,6.6,13082,7.6,8793,5.1,8049,4.7,6218,3.6,5370,3.1,2502,1.5,1534,0.9
"332","48309",254607,17669,6.9,15495,6.1,19110,7.5,20979,8.2,26264,10.3,17841,7,16019,6.3,15035,5.9,15144,5.9,12634,5,13351,5.2,14155,5.6,14329,5.6,12437,4.9,8878,3.5,6225,2.4,4583,1.8,4459,1.8
"333","48397",100657,5910,5.9,8056,8,8445,8.4,6805,6.8,4659,4.6,5404,5.4,6218,6.2,8017,8,9689,9.6,7074,7,6390,6.3,6861,6.8,4847,4.8,4243,4.2,3381,3.4,1804,1.8,1620,1.6,1234,1.2
"334","48409",66893,4713,7,5032,7.5,4901,7.3,4916,7.3,5036,7.5,3391,5.1,4518,6.8,3552,5.3,5017,7.5,3944,5.9,3836,5.7,4252,6.4,3750,5.6,3807,5.7,2244,3.4,2018,3,1123,1.7,843,1.3
"335","49049",622213,58510,9.4,55715,9,60820,9.8,59045,9.5,78557,12.6,51283,8.2,37473,6,40880,6.6,38891,6.3,28655,4.6,22772,3.7,21585,3.5,19961,3.2,15032,2.4,13747,2.2,8654,1.4,6154,1,4479,0.7
"336","51179",149960,9905,6.6,10288,6.9,11967,8,11148,7.4,10612,7.1,9483,6.3,10268,6.8,10759,7.2,10762,7.2,11082,7.4,10449,7,10371,6.9,7460,5,6904,4.6,3485,2.3,2418,1.6,1857,1.2,742,0.5
"337","51510",160530,11064,6.9,8233,5.1,6350,4,7042,4.4,7056,4.4,14956,9.3,18481,11.5,17890,11.1,13298,8.3,10992,6.8,9093,5.7,8299,5.2,8181,5.1,5781,3.6,5763,3.6,3167,2,1868,1.2,3016,1.9
"338","53077",251446,20382,8.1,21303,8.5,21026,8.4,19006,7.6,17070,6.8,17543,7,15932,6.3,16169,6.4,13687,5.4,14140,5.6,13242,5.3,14041,5.6,13576,5.4,11685,4.6,8723,3.5,5582,2.2,4613,1.8,3726,1.5
"339","72025",124434,4632,3.7,5996,4.8,7520,6,8072,6.5,8306,6.7,8396,6.7,7163,5.8,8562,6.9,7296,5.9,8298,6.7,8503,6.8,8226,6.6,7945,6.4,7294,5.9,6286,5.1,5192,4.2,3580,2.9,3167,2.5
"340","01089",366519,21499,5.9,23201,6.3,21254,5.8,24217,6.6,23676,6.5,26964,7.4,24864,6.8,23358,6.4,22220,6.1,22617,6.2,25950,7.1,30309,8.3,20725,5.7,16906,4.6,15412,4.2,10142,2.8,7871,2.1,5334,1.5
"341","06087",274255,13667,5,14699,5.4,14555,5.3,23856,8.7,26705,9.7,17854,6.5,15843,5.8,16152,5.9,15678,5.7,16533,6,16836,6.1,18002,6.6,18526,6.8,17833,6.5,11620,4.2,7120,2.6,4941,1.8,3835,1.4
"342","12085",160912,6533,4.1,5257,3.3,9499,5.9,8639,5.4,6353,3.9,7906,4.9,8207,5.1,5249,3.3,8616,5.4,8980,5.6,10685,6.6,12159,7.6,12410,7.7,11262,7,13152,8.2,10305,6.4,7585,4.7,8115,5
"343","15003",980080,61513,6.3,57019,5.8,58004,5.9,52889,5.4,69267,7.1,77433,7.9,70413,7.2,64803,6.6,61598,6.3,58570,6,58096,5.9,57222,5.8,59641,6.1,53693,5.5,40717,4.2,26642,2.7,22287,2.3,30273,3.1
"344","16055",161505,9811,6.1,10862,6.7,10037,6.2,9164,5.7,9039,5.6,10722,6.6,10910,6.8,9075,5.6,10070,6.2,9427,5.8,9919,6.1,11718,7.3,10198,6.3,10291,6.4,7852,4.9,6241,3.9,3558,2.2,2611,1.6
"345","17113",172828,10154,5.9,10700,6.2,9686,5.6,15086,8.7,21822,12.6,11007,6.4,10887,6.3,11001,6.4,10786,6.2,9599,5.6,9312,5.4,10417,6,9643,5.6,8159,4.7,5084,2.9,3440,2,2648,1.5,3397,2
"346","17161",143477,8530,5.9,8863,6.2,9191,6.4,9799,6.8,8543,6,8753,6.1,7506,5.2,9766,6.8,8380,5.8,8331,5.8,9033,6.3,10630,7.4,9243,6.4,8798,6.1,6041,4.2,5250,3.7,3531,2.5,3289,2.3
"347","18157",193048,11765,6.1,9656,5,11313,5.9,21041,10.9,32762,17,14768,7.6,11606,6,10109,5.2,10235,5.3,9451,4.9,9526,4.9,9439,4.9,8985,4.7,7688,4,5544,2.9,4291,2.2,1692,0.9,3177,1.6
"348","18177",65936,4275,6.5,3358,5.1,4568,6.9,4110,6.2,4328,6.6,4179,6.3,4202,6.4,3640,5.5,3745,5.7,3910,5.9,4165,6.3,4408,6.7,4603,7,4132,6.3,2718,4.1,2048,3.1,1700,2.6,1847,2.8
"349","19193",102539,7009,6.8,7555,7.4,8159,8,6990,6.8,5776,5.6,6877,6.7,6629,6.5,6955,6.8,6405,6.2,5751,5.6,5548,5.4,6268,6.1,6818,6.6,5334,5.2,3722,3.6,2158,2.1,2575,2.5,2010,2
"350","21145",65346,3783,5.8,3916,6,3874,5.9,3762,5.8,3694,5.7,3810,5.8,3578,5.5,3745,5.7,4048,6.2,4507,6.9,3966,6.1,4496,6.9,4777,7.3,3505,5.4,3500,5.4,2082,3.2,1649,2.5,2654,4.1
"351","22073",154475,10395,6.7,12250,7.9,9865,6.4,11335,7.3,9891,6.4,11830,7.7,10528,6.8,10819,7,7898,5.1,9116,5.9,8744,5.7,8359,5.4,10593,6.9,6201,4,7219,4.7,4883,3.2,2353,1.5,2196,1.4
"352","23001",107679,6140,5.7,5802,5.4,6847,6.4,6187,5.7,6828,6.3,6793,6.3,6727,6.2,5902,5.5,6693,6.2,6923,6.4,7781,7.2,8369,7.8,7395,6.9,7302,6.8,4071,3.8,3842,3.6,2022,1.9,2055,1.9
"353","27037",425423,27438,6.4,28996,6.8,29358,6.9,27473,6.5,24111,5.7,26255,6.2,29327,6.9,30978,7.3,27861,6.5,26131,6.1,28690,6.7,34099,8,25473,6,21069,5,14309,3.4,10588,2.5,6855,1.6,6412,1.5
"354","27123",550210,38111,6.9,36976,6.7,33410,6.1,34313,6.2,39359,7.2,47681,8.7,44221,8,37389,6.8,31299,5.7,30304,5.5,30819,5.6,34105,6.2,32803,6,26729,4.9,19402,3.5,12100,2.2,9659,1.8,11530,2.1
"355","36015",84254,4726,5.6,6135,7.3,3936,4.7,4855,5.8,4974,5.9,5016,6,4773,5.7,5582,6.6,3901,4.6,5031,6,5948,7.1,7197,8.5,5567,6.6,5794,6.9,3725,4.4,3208,3.8,1981,2.4,1905,2.3
"356","42097",91083,4562,5,5679,6.2,4337,4.8,4810,5.3,4645,5.1,5474,6,5625,6.2,5500,6,5279,5.8,5526,6.1,6426,7.1,6685,7.3,6888,7.6,6344,7,4574,5,3036,3.3,2479,2.7,3214,3.5
"357","46103",111729,7080,6.3,5475,4.9,7922,7.1,7599,6.8,6274,5.6,8103,7.3,7400,6.6,5848,5.2,6468,5.8,6801,6.1,6222,5.6,7112,6.4,8951,8,6664,6,5832,5.2,2690,2.4,2460,2.2,2828,2.5
"358","48037",94324,6054,6.4,5387,5.7,7554,8,5262,5.6,5832,6.2,6730,7.1,6228,6.6,7947,8.4,5715,6.1,5121,5.4,5424,5.8,5500,5.8,6258,6.6,4684,5,4217,4.5,3087,3.3,1914,2,1410,1.5
"359","48141",840758,63202,7.5,58220,6.9,67889,8.1,64446,7.7,69120,8.2,68137,8.1,58294,6.9,53488,6.4,50954,6.1,49983,5.9,46300,5.5,44619,5.3,43052,5.1,33606,4,24868,3,19194,2.3,12716,1.5,12670,1.5
"360","49053",171700,10774,6.3,13096,7.6,12988,7.6,12205,7.1,10206,5.9,10391,6.1,10121,5.9,9843,5.7,10748,6.3,8074,4.7,7494,4.4,9341,5.4,9124,5.3,11270,6.6,9582,5.6,6903,4,5015,2.9,4525,2.6
"361","51003",108718,6351,5.8,5326,4.9,6378,5.9,8986,8.3,7803,7.2,7514,6.9,7510,6.9,6069,5.6,6055,5.6,5708,5.3,6452,5.9,6336,5.8,7266,6.7,6454,5.9,5184,4.8,4171,3.8,2289,2.1,2866,2.6
"362","51680",82126,5526,6.7,4608,5.6,4176,5.1,7155,8.7,15507,18.9,6343,7.7,5005,6.1,2693,3.3,3709,4.5,3274,4,3878,4.7,3457,4.2,4889,6,3329,4.1,2582,3.1,2429,3,1881,2.3,1685,2.1
"363","53063",514631,31566,6.1,30190,5.9,33437,6.5,33590,6.5,33341,6.5,40611,7.9,36519,7.1,34675,6.7,30172,5.9,29818,5.8,30201,5.9,36577,7.1,30432,5.9,24630,4.8,25918,5,15167,2.9,9240,1.8,8547,1.7
"364","55097",70942,3489,4.9,3705,5.2,4290,6,5703,8,7799,11,4553,6.4,3842,5.4,4112,5.8,3832,5.4,3758,5.3,4531,6.4,5243,7.4,4419,6.2,3890,5.5,2936,4.1,2093,3,1319,1.9,1428,2
"365","01043",83442,5329,6.4,4798,5.8,5226,6.3,5270,6.3,4500,5.4,5424,6.5,4850,5.8,5682,6.8,4449,5.3,5138,6.2,5705,6.8,5407,6.5,6123,7.3,4375,5.2,4741,5.7,2765,3.3,2805,3.4,855,1
"366","06037",10105518,602507,6,575136,5.7,640817,6.3,628872,6.2,701010,6.9,856123,8.5,783915,7.8,721419,7.1,659703,6.5,686881,6.8,661688,6.5,637656,6.3,573832,5.7,450513,4.5,334698,3.3,232662,2.3,165338,1.6,192748,1.9
"367","06061",393149,20248,5.2,25087,6.4,25347,6.4,25290,6.4,20967,5.3,21021,5.3,21292,5.4,24992,6.4,25985,6.6,26336,6.7,26540,6.8,26922,6.8,26373,6.7,23883,6.1,19433,4.9,14102,3.6,10208,2.6,9123,2.3
"368","09013",150921,6271,4.2,6445,4.3,8346,5.5,14670,9.7,16266,10.8,8307,5.5,11225,7.4,8537,5.7,6951,4.6,9110,6,9971,6.6,10543,7,9998,6.6,7860,5.2,6220,4.1,4565,3,2489,1.6,3147,2.1
"369","10005",229286,11226,4.9,10280,4.5,13700,6,10264,4.5,11299,4.9,11666,5.1,10546,4.6,12063,5.3,10722,4.7,11636,5.1,14520,6.3,16745,7.3,20768,9.1,21976,9.6,17520,7.6,12947,5.6,5949,2.6,5459,2.4
"370","13031",77296,4262,5.5,3211,4.2,5673,7.3,10372,13.4,11927,15.4,4976,6.4,4344,5.6,5631,7.3,2215,2.9,4284,5.5,4081,5.3,3360,4.3,4415,5.7,3152,4.1,2022,2.6,1254,1.6,1154,1.5,963,1.2
"371","13115",97927,6356,6.5,5198,5.3,7017,7.2,7235,7.4,6592,6.7,7117,7.3,6320,6.5,5536,5.7,5856,6,6197,6.3,5912,6,5711,5.8,6347,6.5,4876,5,4282,4.4,3578,3.7,1954,2,1843,1.9
"372","13217",109541,6975,6.4,8002,7.3,8321,7.6,10326,9.4,7663,7,5626,5.1,4362,4,9564,8.7,6416,5.9,7941,7.2,7375,6.7,6205,5.7,6386,5.8,4612,4.2,4364,4,2813,2.6,1296,1.2,1294,1.2
"373","17031",5180493,316851,6.1,301489,5.8,323668,6.2,309410,6,334239,6.5,435500,8.4,411333,7.9,367286,7.1,334579,6.5,328132,6.3,320807,6.2,325891,6.3,313367,6,242883,4.7,189645,3.7,136400,2.6,88900,1.7,100113,1.9
"374","21047",71671,7034,9.8,5553,7.7,4509,6.3,4501,6.3,9714,13.6,7509,10.5,4485,6.3,2751,3.8,4143,5.8,2758,3.8,3447,4.8,2714,3.8,3683,5.1,2853,4,2077,2.9,1801,2.5,919,1.3,1220,1.7
"375","25011",70963,3020,4.3,3963,5.6,3408,4.8,3499,4.9,3401,4.8,4143,5.8,4323,6.1,3875,5.5,4392,6.2,4468,6.3,4610,6.5,5090,7.2,7347,10.4,5122,7.2,4546,6.4,1938,2.7,1636,2.3,2182,3.1
"376","25013",470406,25427,5.4,27663,5.9,29383,6.2,33232,7.1,34475,7.3,32296,6.9,30008,6.4,27466,5.8,27058,5.8,29208,6.2,31040,6.6,33567,7.1,30818,6.6,25457,5.4,19367,4.1,14351,3.1,7527,1.6,12063,2.6
"377","26155",68192,3805,5.6,4123,6,3636,5.3,4648,6.8,3974,5.8,4089,6,3671,5.4,4169,6.1,3460,5.1,4710,6.9,4968,7.3,5305,7.8,5037,7.4,4239,6.2,3277,4.8,2151,3.2,1511,2.2,1419,2.1
"378","29047",246365,15666,6.4,15198,6.2,18249,7.4,16083,6.5,14102,5.7,17528,7.1,18357,7.5,18070,7.3,15062,6.1,17091,6.9,15569,6.3,15513,6.3,15036,6.1,12095,4.9,9056,3.7,5848,2.4,4544,1.8,3298,1.3
"379","30063",118791,6570,5.5,5226,4.4,6591,5.5,8000,6.7,11310,9.5,10759,9.1,8838,7.4,7668,6.5,7694,6.5,6938,5.8,6424,5.4,7190,6.1,7326,6.2,6258,5.3,5055,4.3,3799,3.2,1617,1.4,1528,1.3
"380","30111",160137,9445,5.9,10456,6.5,11819,7.4,9361,5.8,9693,6.1,10874,6.8,10814,6.8,11493,7.2,8444,5.3,9399,5.9,9553,6,10636,6.6,10987,6.9,9359,5.8,6298,3.9,4284,2.7,3280,2,3942,2.5
"381","36045",111755,8684,7.8,8073,7.2,6320,5.7,6461,5.8,11377,10.2,10237,9.2,7835,7,7594,6.8,5348,4.8,6059,5.4,5950,5.3,5976,5.3,6383,5.7,5531,4.9,3534,3.2,2824,2.5,1921,1.7,1648,1.5
"382","39063",75930,4332,5.7,4968,6.5,4163,5.5,5465,7.2,4421,5.8,5607,7.4,4789,6.3,4581,6,4438,5.8,4744,6.2,5052,6.7,5843,7.7,4698,6.2,4027,5.3,3193,4.2,1736,2.3,1896,2.5,1977,2.6
"383","39151",371574,20726,5.6,22675,6.1,22461,6,23301,6.3,22005,5.9,23121,6.2,20597,5.5,23022,6.2,20239,5.4,23505,6.3,23767,6.4,28475,7.7,25618,6.9,22818,6.1,17757,4.8,13718,3.7,7974,2.1,9795,2.6
"384","42005",65263,3066,4.7,3416,5.2,3768,5.8,3438,5.3,3370,5.2,3450,5.3,3379,5.2,3190,4.9,3998,6.1,4407,6.8,4708,7.2,5445,8.3,5351,8.2,4207,6.4,3746,5.7,2617,4,1826,2.8,1881,2.9
"385","48139",179436,11556,6.4,14343,8,13291,7.4,13260,7.4,11815,6.6,11342,6.3,11138,6.2,12597,7,11584,6.5,12423,6.9,11312,6.3,13063,7.3,8952,5,8994,5,4648,2.6,4627,2.6,2344,1.3,2147,1.2
"386","48201",4698619,354371,7.5,334559,7.1,360623,7.7,323424,6.9,313976,6.7,382535,8.1,373395,7.9,356793,7.6,314579,6.7,308536,6.6,277113,5.9,258393,5.5,245908,5.2,180311,3.8,128863,2.7,83375,1.8,52332,1.1,49533,1.1
"387","48291",86323,5870,6.8,6140,7.1,6723,7.8,6489,7.5,5316,6.2,6313,7.3,6142,7.1,4571,5.3,6955,8.1,4396,5.1,5968,6.9,5255,6.1,5303,6.1,4057,4.7,3007,3.5,2130,2.5,1085,1.3,603,0.7
"388","48479",275910,26011,9.4,22668,8.2,26807,9.7,25073,9.1,21805,7.9,19840,7.2,17753,6.4,17429,6.3,17363,6.3,16782,6.1,14560,5.3,14181,5.1,9635,3.5,8008,2.9,6810,2.5,5592,2,2997,1.1,2596,0.9
"389","51095",76397,3484,4.6,4585,6,4630,6.1,5160,6.8,3540,4.6,3689,4.8,3711,4.9,3687,4.8,3921,5.1,5197,6.8,4389,5.7,4962,6.5,5917,7.7,4764,6.2,6176,8.1,3811,5,2709,3.5,2065,2.7
"390","51161",94073,4021,4.3,5490,5.8,5652,6,5942,6.3,4832,5.1,4674,5,6976,7.4,6789,7.2,4103,4.4,6169,6.6,6392,6.8,7124,7.6,6218,6.6,5517,5.9,5367,5.7,4556,4.8,2167,2.3,2084,2.2
"391","55059",169290,9364,5.5,9314,5.5,12365,7.3,12956,7.7,11056,6.5,11406,6.7,10013,5.9,10868,6.4,9825,5.8,11650,6.9,12875,7.6,13173,7.8,10756,6.4,8350,4.9,5784,3.4,3690,2.2,2644,1.6,3201,1.9
"392","06033",64382,3924,6.1,3857,6,3434,5.3,3002,4.7,3023,4.7,3664,5.7,3850,6,4136,6.4,3640,5.7,3050,4.7,3807,5.9,4816,7.5,5323,8.3,6435,10,3345,5.2,2856,4.4,1059,1.6,1161,1.8
"393","06075",883305,39618,4.5,29690,3.4,32128,3.6,32825,3.7,46479,5.3,102939,11.7,104840,11.9,78591,8.9,61068,6.9,59889,6.8,55335,6.3,48637,5.5,53138,6,43741,5,32881,3.7,21482,2.4,17182,1.9,22842,2.6
"394","08123",314305,22829,7.3,23008,7.3,23669,7.5,22664,7.2,19518,6.2,23306,7.4,24108,7.7,22913,7.3,19775,6.3,20188,6.4,17884,5.7,16632,5.3,19588,6.2,14351,4.6,9700,3.1,6439,2,3653,1.2,4080,1.3
"395","12005",185287,11383,6.1,11827,6.4,10256,5.5,11009,5.9,11737,6.3,12126,6.5,12051,6.5,13217,7.1,9847,5.3,10374,5.6,12917,7,13785,7.4,13831,7.5,9470,5.1,8701,4.7,5881,3.2,3582,1.9,3293,1.8
"396","13015",106408,7109,6.7,5934,5.6,7330,6.9,7943,7.5,7849,7.4,6374,6,6699,6.3,6320,5.9,8722,8.2,6956,6.5,6783,6.4,6391,6,7347,6.9,4779,4.5,4813,4.5,2251,2.1,1239,1.2,1569,1.5
"397","20015",66765,3631,5.4,4313,6.5,5754,8.6,5003,7.5,4049,6.1,3888,5.8,3968,5.9,3989,6,4311,6.5,4404,6.6,4164,6.2,4321,6.5,4837,7.2,3535,5.3,2072,3.1,1791,2.7,1574,2.4,1161,1.7
"398","20103",81352,5340,6.6,5805,7.1,5449,6.7,5348,6.6,3695,4.5,4079,5,6066,7.5,7116,8.7,5731,7,4740,5.8,4916,6,5806,7.1,5096,6.3,3826,4.7,3332,4.1,2017,2.5,1319,1.6,1671,2.1
"399","20161",73703,3657,5,3027,4.1,3499,4.7,7561,10.3,19088,25.9,7910,10.7,5040,6.8,3641,4.9,2368,3.2,3279,4.4,1814,2.5,2629,3.6,3155,4.3,2390,3.2,1741,2.4,1406,1.9,468,0.6,1030,1.4
"400","25015",161355,5164,3.2,5337,3.3,7924,4.9,18947,11.7,23508,14.6,8175,5.1,7593,4.7,7662,4.7,7275,4.5,8517,5.3,11609,7.2,11538,7.2,10138,6.3,9828,6.1,7521,4.7,4311,2.7,3228,2,3080,1.9
"401","29031",78753,4519,5.7,5013,6.4,5001,6.4,5528,7,8676,11,5241,6.7,4614,5.9,3967,5,4293,5.5,4589,5.8,4422,5.6,5039,6.4,4902,6.2,3986,5.1,3068,3.9,2066,2.6,1915,2.4,1914,2.4
"402","36001",307117,14893,4.8,13914,4.5,17175,5.6,24092,7.8,31561,10.3,20499,6.7,19894,6.5,19999,6.5,14784,4.8,17588,5.7,20355,6.6,19766,6.4,20281,6.6,17586,5.7,12419,4,8733,2.8,6528,2.1,7050,2.3
"403","36029",919719,50206,5.5,51537,5.6,50935,5.5,60014,6.5,58010,6.3,68043,7.4,63480,6.9,54800,6,48197,5.2,55358,6,61423,6.7,67872,7.4,64628,7,49632,5.4,42123,4.6,29333,3.2,20157,2.2,23971,2.6
"404","37045",97645,5015,5.1,6242,6.4,6296,6.4,7063,7.2,5511,5.6,6320,6.5,5385,5.5,5320,5.4,4990,5.1,6511,6.7,7008,7.2,5803,5.9,8084,8.3,6907,7.1,3677,3.8,2816,2.9,2623,2.7,2074,2.1
"405","39109",106222,6146,5.8,7487,7,6569,6.2,6673,6.3,5165,4.9,6275,5.9,6224,5.9,5518,5.2,7104,6.7,6673,6.3,6885,6.5,7684,7.2,7283,6.9,6507,6.1,5079,4.8,5158,4.9,1970,1.9,1822,1.7
"406","39145",75502,4212,5.6,4974,6.6,4169,5.5,5355,7.1,4467,5.9,4884,6.5,4497,6,5025,6.7,4266,5.7,4688,6.2,4946,6.6,5371,7.1,5122,6.8,4723,6.3,2879,3.8,2759,3.7,1494,2,1671,2.2
"407","41005",416075,22468,5.4,23908,5.7,27207,6.5,24325,5.8,22078,5.3,26903,6.5,25151,6,27907,6.7,26968,6.5,29482,7.1,26253,6.3,29762,7.2,29014,7,25823,6.2,19675,4.7,11283,2.7,9442,2.3,8426,2
"408","45077",124937,6396,5.1,5802,4.6,7199,5.8,11329,9.1,14756,11.8,8283,6.6,6389,5.1,6903,5.5,6445,5.2,7781,6.2,7840,6.3,8019,6.4,7106,5.7,7043,5.6,4770,3.8,4043,3.2,3034,2.4,1799,1.4
"409","47163",157668,7408,4.7,8101,5.1,9858,6.3,8864,5.6,8813,5.6,9619,6.1,8072,5.1,7817,5,9799,6.2,11087,7,11184,7.1,9265,5.9,12980,8.2,11067,7,8617,5.5,6703,4.3,4685,3,3729,2.4
"410","53027",73901,3256,4.4,4205,5.7,3849,5.2,5654,7.7,3687,5,3969,5.4,3989,5.4,5196,7,3493,4.7,4412,6,4765,6.4,5255,7.1,5859,7.9,5734,7.8,4356,5.9,3466,4.7,1207,1.6,1549,2.1
"411","72139",63746,2312,3.6,3596,5.6,3614,5.7,3964,6.2,4505,7.1,4371,6.9,3658,5.7,5119,8,3333,5.2,4147,6.5,4552,7.1,4095,6.4,4162,6.5,3593,5.6,3375,5.3,2176,3.4,1612,2.5,1562,2.5
"412","05031",108558,7659,7.1,8153,7.5,7006,6.5,8586,7.9,7446,6.9,8807,8.1,8628,7.9,7859,7.2,4902,4.5,6921,6.4,5776,5.3,5693,5.2,5955,5.5,4589,4.2,4271,3.9,3365,3.1,1840,1.7,1102,1
